"PageFile","ControlType","DisplayText","AutomationId","HandlerOrCommand","HandlerStatus","Validation","LoadingState","ErrorState","SuccessState","DisabledState","DoubleTapProtection","RuntimeTested"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Picker","ط§ظ„ط¥طµط¯ط§ط±","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Picker","ط§ظ„ط­ط§ظ„ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط­ظپط¸ ظƒظ…ط³ظˆط¯ط©","","OnSaveDraftClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ظ†ط´ط±","","OnPublishClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط¥ظ„ط؛ط§ط،","","OnCancelClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط§ظ„ظ…ط³ظˆط¯ط§طھ","","OnDraftsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط§ظ„طµظˆط± ط§ظ„ظ…ظ†ط´ظˆط±ط©","","OnPublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط¥ط؛ظ„ط§ظ‚","","OnCloseSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","All","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Published","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Drafts","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Hidden","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Featured","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Free","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","Paid","","OnFilterClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\AvatarsEditorPage.xaml","Button","ط§ط³طھظٹط±ط§ط¯ ط£طµظ„ ط¬ط¯ظٹط¯","","OnImportAssetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","â€¹","","OnCancelClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","ط§ظ„ط§ط³ظ… ط¨ط§ظ„ط¹ط±ط¨ظٹط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","English name","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Editor","ط§ظ„ظˆطµظپ","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","طµظˆط±ط© ط§ظ„ط®ظ„ظپظٹط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط§ط®طھظٹط§ط± طµظˆط±ط©","","OnPickImageClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","ط§ظ„طµظˆط±ط© ط§ظ„ظ…طµط؛ط±ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط§ط®طھظٹط§ط± ظ…طµط؛ط±ط©","","OnPickThumbnailClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„طھطµظ†ظٹظپ","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ظ…ط¬ظ…ظˆط¹ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ظ†ط¯ط±ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","ط§ظ„ط³ط¹ط±","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ط¹ظ…ظ„ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ظ†ظˆط¹ ط§ظ„ظپطھط­","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ظ…طھط·ظ„ط¨ ط§ظ„ظپطھط­","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ظˆط³ظ…","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","ط£ظˆظ„ظˆظٹط© ط§ظ„طھظ…ظٹظٹط²","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Entry","طھط±طھظٹط¨ ط§ظ„ط¹ط±ط¶","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","SeasonId","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","EventId","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","CollectionId","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ط¥طµط¯ط§ط±","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Picker","ط§ظ„ط­ط§ظ„ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط­ظپط¸ ظƒظ…ط³ظˆط¯ط©","","OnSaveDraftClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ظ†ط´ط±","","OnPublishClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط¥ظ„ط؛ط§ط،","","OnCancelClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط§ظ„ظ…ط³ظˆط¯ط§طھ","","OnDraftsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط§ظ„ط®ظ„ظپظٹط§طھ ط§ظ„ظ…ظ†ط´ظˆط±ط©","","OnPublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\BackgroundsEditorPage.xaml","Button","ط¥ط؛ظ„ط§ظ‚","","OnCloseSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","TapGestureRecognizer","","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","تعديل","","OnEditPublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","إخفاء","","OnHidePublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","حذف النشر","","OnDeletePublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Entry","اسم الموسم","","OnTextFieldChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Entry","العنوان","","OnTextFieldChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Editor","الوصف","","OnTextFieldChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Entry","نص الزر","","OnTextFieldChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Entry","صورة الموسم","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","اختيار صورة","","OnPickImageClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Picker","الحالة: Draft / Published / Hidden","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","حفظ كمسودة","","OnSaveDraftClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","نشر","","OnPublishClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","إلغاء","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","المسودات","","OnOpenDraftsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","حفظ التعديل","","OnSaveChangesClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","المواسم المنشورة","","OnOpenPublishedSeasonsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","موسم جديد","","OnNewSeasonClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","إدارة قصة الموسم والتحديات والجوائز","","OnOpenSeasonContentClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","TapGestureRecognizer","","","OnCloseDraftsSheetTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","إغلاق","","OnCloseDraftsSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","TapGestureRecognizer","","","OnClosePublishedSeasonsSheetTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\CurrentSeasonEditorPage.xaml","Button","إغلاق","","OnClosePublishedSeasonsSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\DeveloperStoreManagerPage.xaml","TapGestureRecognizer","","","OnBackTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","TapGestureRecognizer","","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","العنوان","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","العنوان الفرعي","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Editor","الوصف","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","نص الزر","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","الصورة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","اختيار صورة","","OnPickImageClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Picker","معرّف الأصل AssetId","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Picker","Asset Type / نوع الأصل","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Picker","نطاق المالك","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","ColorHex (مطلوب للون الفريق)","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","السعر الأصلي","","OnOfferSummaryChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","سعر الخصم","","OnOfferSummaryChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Picker","العملة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Entry","ترتيب العرض","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Picker","الحالة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","حفظ كمسودة","","OnSaveDraftClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","نشر","","OnPublishClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","إلغاء","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","مسودات العروض","","OnOpenDraftsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","العروض المنشورة","","OnOpenPublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","تدقيق المنتجات غير الصالحة","","OnAuditMalformedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","TapGestureRecognizer","","","OnCloseSheetTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\LimitedOffersEditorPage.xaml","Button","إغلاق","","OnCloseSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","TapGestureRecognizer","","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","العنوان","","OnTextChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","العنوان الفرعي","","OnTextChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Editor","الوصف","","OnTextChanged","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","نص الزر","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","الصورة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","اختيار صورة","","OnPickImageClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Picker","معرّف الأصل AssetId","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Picker","Asset Type / نوع الأصل","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Picker","نطاق المالك","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","ColorHex (مطلوب للون الفريق)","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","السعر","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Picker","العملة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Entry","ترتيب العرض","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Switch","","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Picker","الحالة","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","حفظ كمسودة","","OnSaveDraftClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","نشر","","OnPublishClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","إلغاء","","OnCancelTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","المسودات","","OnOpenDraftsClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","العناصر المنشورة","","OnOpenPublishedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","تدقيق المنتجات غير الصالحة","","OnAuditMalformedClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","TapGestureRecognizer","","","OnCloseSheetTapped","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\NewArrivalsEditorPage.xaml","Button","إغلاق","","OnCloseSheetClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\StoreCategoriesEditorPage.xaml","Button","â€¹","","OnCancelClicked","Found in code-behind","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\StoreCategoriesEditorPage.xaml","Entry","ط§ظ„ط§ط³ظ… ط¨ط§ظ„ط¹ط±ط¨ظٹط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\StoreCategoriesEditorPage.xaml","Entry","English name","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\StoreCategoriesEditorPage.xaml","Editor","ط§ظ„ظˆطµظپ","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
"GalleryEngine\Admin\StoreCategoriesEditorPage.xaml","Entry","ط§ظ„ط£ظٹظ‚ظˆظ†ط©","","","No handler/command attribute","Static pending","Static pending","Static pending","Static pending","Not explicit","Navigation guarded where routed; action-specific pending","No"
